20

1.0D0,0.0D0
0.975528D0,-0.003464D0
0.904508D0,-0.012938D0
0.793893D0,-0.026228D0
0.654508D0,-0.040704D0
0.500000D0,-0.053295D0
0.345492D0,-0.060071D0
0.206107D0,-0.056950D0
0.095492D0,-0.046859D0
0.024472D0,-0.029930D0
0.0D0,0.0D0
0.024472D0,0.039119D0
0.095492D0,0.075937D0
0.206107D0,0.096948D0
0.345492D0,0.098748D0
0.500000D0,0.087670D0
0.654508D0,0.067793D0
0.793893D0,0.044184D0
0.904508D0,0.021918D0
0.975528D0,0.005873D0

0.0D0
